ensemble_id,uniprot_id
ENSG00000077782,P11362
ENSG00000168615,Q13443
ENSG00000104368,P00750
ENSG00000104365,O14920
ENSG00000070501,P06746
ENSG00000078668,Q9Y277
ENSG00000147432,Q05901
ENSG00000147434,Q15825
ENSG00000168522,P49354
ENSG00000253729,P78527
ENSG00000082556,P41145
ENSG00000254087,P07948
ENSG00000178538,P35219
ENSG00000198363,Q12797
ENSG00000205268,Q13946
ENSG00000147571,P06850
ENSG00000140396,Q15596
ENSG00000104321,O75762
ENSG00000182674,Q92953
ENSG00000154589,Q9Y6Y9
ENSG00000164749,Q14541
ENSG00000171033,P61925
ENSG00000147588,P02689
ENSG00000133731,P29218
ENSG00000185015,Q8N1Q1
ENSG00000133742,P00915
ENSG00000164879,P07451
ENSG00000104267,P00918
ENSG00000156103,P51512
ENSG00000104325,Q16698
ENSG00000156467,P14927
ENSG00000156471,P48651
ENSG00000169439,P34741
ENSG00000104324,Q9Y646
ENSG00000132541,P52758
ENSG00000164919,P09669
ENSG00000048392,Q7LG56
ENSG00000155097,P21283
ENSG00000174417,P34981
ENSG00000136999,P48745
ENSG00000147684,Q9Y6M9
ENSG00000104549,Q14534
ENSG00000136997,P01106
ENSG00000184156,O43525
ENSG00000169427,Q9NPC2
ENSG00000169398,Q05397
ENSG00000160882,P15538
ENSG00000179142,P19099
ENSG00000184428,Q969P6
ENSG00000104524,Q53H96
ENSG00000104522,Q13630
ENSG00000178814,O14841
ENSG00000179091,P08574
ENSG00000185803,Q9HAB3
ENSG00000167701,P24298
ENSG00000161016,P62917
ENSG00000147852,P98155
ENSG00000106688,P43005
ENSG00000096968,O60674
ENSG00000120217,Q9NZQ7
ENSG00000178445,P23378
ENSG00000171855,P01574
ENSG00000099810,Q13126
ENSG00000120156,Q02763
ENSG00000165264,O95139
ENSG00000086062,P15291
ENSG00000107262,Q99933
ENSG00000010438,P35030
ENSG00000147955,Q99720
ENSG00000137070,Q14626
ENSG00000165280,P55072
ENSG00000107159,Q16790
ENSG00000159899,P20594
ENSG00000122694,Q9H4G4
ENSG00000137124,P30837
ENSG00000165092,P00352
ENSG00000135046,P04083
ENSG00000198963,Q92753
ENSG00000135002,Q969G6
ENSG00000135069,Q9Y617
ENSG00000148053,Q16620
ENSG00000196730,P53355
ENSG00000135047,P07711
ENSG00000165025,P43405
ENSG00000090054,O15269
ENSG00000196305,P41252
ENSG00000165140,P09467
ENSG00000130948,P37058
ENSG00000130956,Q5JVS0
ENSG00000136943,O60911
ENSG00000136928,O75899
ENSG00000106799,P36897
ENSG00000136881,Q14032
ENSG00000136872,P05062
ENSG00000198785,Q8TCU5
ENSG00000188386,Q96LZ3
ENSG00000165029,O95477
ENSG00000106853,Q14914
ENSG00000148154,Q16739
ENSG00000148218,P13716
ENSG00000148229,Q9NRF9
ENSG00000106927,P02760
ENSG00000229314,P02763
ENSG00000228278,P19652
ENSG00000136869,O00206
ENSG00000106804,P01031
ENSG00000148180,P06396
ENSG00000119421,P51970
ENSG00000095303,P23219
ENSG00000136930,Q99436
ENSG00000136931,Q13285
ENSG00000044574,P11021
ENSG00000136807,P50750
ENSG00000136877,Q05932
ENSG00000106992,P00568
ENSG00000148346,P80188
ENSG00000171097,Q16773
ENSG00000095321,P43155
ENSG00000130707,P00966
ENSG00000097007,P00519
ENSG00000165695,Q96MA6
ENSG00000170835,P19835
ENSG00000123454,P09172
ENSG00000186350,P19793
ENSG00000122133,P09466
ENSG00000204007,Q7Z4J2
ENSG00000148386,Q8WX39
ENSG00000176919,P07360
ENSG00000177239,Q9UKM7
ENSG00000176884,Q05586
ENSG00000188229,P68371
ENSG00000148408,Q00975
ENSG00000067064,Q13907
ENSG00000187134,Q04828
ENSG00000151632,P52895
ENSG00000196139,P42330
ENSG00000198610,P17516
ENSG00000134460,P01589
ENSG00000065675,Q04759
ENSG00000165629,P36542
ENSG00000183049,Q8IU85
ENSG00000107537,O14832
ENSG00000152465,O60551
ENSG00000107611,O60494
ENSG00000107614,O14717
ENSG00000165995,Q08289
ENSG00000165997,Q96KC2
ENSG00000185875,Q8IYQ7
ENSG00000136750,Q05329
ENSG00000150093,P05556
ENSG00000099250,O14786
ENSG00000165731,P07949
ENSG00000107562,P48061
ENSG00000012779,P09917
ENSG00000204174,P50391
ENSG00000107643,P45983
ENSG00000070748,P28329
ENSG00000165471,P11226
ENSG00000170312,P06493
ENSG00000096717,Q96EB6
ENSG00000156515,P19367
ENSG00000166224,O95470
ENSG00000166228,P61457
ENSG00000197746,P07602
ENSG00000122884,P13674
ENSG00000148660,Q13555
ENSG00000122861,P00749
ENSG00000156110,P55263
ENSG00000165637,P45880
ENSG00000165644,Q86VU5
ENSG00000156113,Q12791
ENSG00000108179,P30405
ENSG00000122852,Q8IWL2
ENSG00000133661,P35247
ENSG00000151224,Q00266
ENSG00000182771,Q9ULK0
ENSG00000148672,P00367
ENSG00000182333,P07098
ENSG00000148680,P34969
ENSG00000119912,P14735
ENSG00000138160,P52732
ENSG00000186188,Q5NUL3
ENSG00000095464,P51160
ENSG00000108242,P33260
ENSG00000165841,P33261
ENSG00000138109,P11712
ENSG00000138115,P10632
ENSG00000059573,P54886
ENSG00000107447,P04053
ENSG00000095587,Q9Y6L7
ENSG00000120053,P17174
ENSG00000023839,Q92887
ENSG00000213341,O15111
ENSG00000166136,O95169
ENSG00000166135,Q9NWT6
ENSG00000077150,Q00653
ENSG00000138175,P36405
ENSG00000148795,P05093
ENSG00000076685,P49902
ENSG00000065613,Q9H2G2
ENSG00000148834,P78417
ENSG00000065621,Q9H4Y5
ENSG00000150594,P08913
ENSG00000148702,Q14520
ENSG00000165806,P55210
ENSG00000043591,P08588
ENSG00000175535,P16233
ENSG00000165646,Q05940
ENSG00000066468,P21802
ENSG00000107679,Q9HB21
ENSG00000196177,P45954
ENSG00000065154,P04181
ENSG00000154485,Q8N119
ENSG00000132334,P23469
ENSG00000170430,P16455
ENSG00000130643,Q9NYX4
ENSG00000127884,P30084
ENSG00000142082,Q9NTG7
ENSG00000174915,Q9BVG9
ENSG00000174775,P01112
ENSG00000069696,P21917
ENSG00000177542,Q9H936
ENSG00000205867,Q701N4
ENSG00000196224,Q6L8H2
ENSG00000117984,P07339
ENSG00000254647,P01308
ENSG00000180176,P07101
ENSG00000053918,P51787
ENSG00000110619,P49589
ENSG00000129744,P52961
ENSG00000129749,Q9GZZ6
ENSG00000167325,P23921
ENSG00000167346,Q9NRE1
ENSG00000244734,P68871
ENSG00000110148,P32239
ENSG00000166311,P17405
ENSG00000166402,P50607
ENSG00000166483,P30291
ENSG00000152266,P01270
ENSG00000129084,P25786
ENSG00000152270,Q13370
ENSG00000175868,P10092
ENSG00000110680,P06881
ENSG00000187486,Q14654
ENSG00000006071,Q09428
ENSG00000129159,P48547
ENSG00000129167,P17752
ENSG00000173432,P0DJI8
ENSG00000134333,P00338
ENSG00000166796,P07864
ENSG00000166800,Q6ZMR3
ENSG00000185238,O60678
ENSG00000165970,Q9Y345
ENSG00000129151,O75936
ENSG00000176697,P23560
ENSG00000182255,P22459
ENSG00000121691,P04040
ENSG00000026508,P16070
ENSG00000110436,P43004
ENSG00000166199,Q96Q83
ENSG00000110455,Q96QU6
ENSG00000121653,Q9UQF2
ENSG00000180720,P08173
ENSG00000180210,P00734
ENSG00000025434,Q13133
ENSG00000213619,O75489
ENSG00000086205,Q04609
ENSG00000186652,P13727
ENSG00000149131,P05155
ENSG00000149124,Q6IB77
ENSG00000156689,Q8WU03
ENSG00000166840,Q969I3
ENSG00000134827,P20061
ENSG00000149534,Q01362
ENSG00000156738,P11836
ENSG00000183134,Q9Y5Y4
ENSG00000134824,O95864
ENSG00000149485,O60427
ENSG00000167996,P02794
ENSG00000149503,Q9NQS7
ENSG00000162174,Q7L266
ENSG00000149021,P11684
ENSG00000149541,O94766
ENSG00000089597,Q14697
ENSG00000168539,P11229
ENSG00000197901,Q4U2R8
ENSG00000149452,Q8TCC7
ENSG00000176340,P10176
ENSG00000173511,P49765
ENSG00000002330,Q92934
ENSG00000173153,P11474
ENSG00000126432,P30044
ENSG00000162302,O75676
ENSG00000168065,Q9NSA0
ENSG00000197891,Q96S37
ENSG00000068976,P11217
ENSG00000014216,P07384
ENSG00000014138,Q14181
ENSG00000142186,Q96KG9
ENSG00000172977,Q92993
ENSG00000172757,P23528
ENSG00000174669,Q14542
ENSG00000174080,Q9UBX1
ENSG00000173599,P11498
ENSG00000173020,P25098
ENSG00000172531,P62136
ENSG00000084207,P09211
ENSG00000167792,P49821
ENSG00000132744,Q96HD9
ENSG00000132746,P48448
ENSG00000006534,P43353
ENSG00000110717,O00217
ENSG00000110090,P50416
ENSG00000110092,P24385
ENSG00000075388,P08620
ENSG00000131620,Q5XXA6
ENSG00000172893,Q9UBM7
ENSG00000172890,Q6IA69
ENSG00000110203,P41439
ENSG00000110195,P15328
ENSG00000165457,P14207
ENSG00000186642,O00408
ENSG00000175591,P41231
ENSG00000137491,O94956
ENSG00000151366,O95298
ENSG00000137513,Q96I59
ENSG00000151376,Q16798
ENSG00000168959,P41594
ENSG00000077498,P14679
ENSG00000134640,P49286
ENSG00000110218,Q96RD7
ENSG00000082175,P06401
ENSG00000137673,P09237
ENSG00000137674,O60882
ENSG00000137675,Q9H306
ENSG00000118113,P22894
ENSG00000166670,P09238
ENSG00000196611,P03956
ENSG00000149968,P08254
ENSG00000137745,P45452
ENSG00000170962,Q9GZP0
ENSG00000137752,P29466
ENSG00000152578,P48058
ENSG00000152402,P33402
ENSG00000075239,P24752
ENSG00000149311,Q13315
ENSG00000137710,P35241
ENSG00000137714,P10109
ENSG00000204381,Q6UX15
ENSG00000150768,P10515
"ENSG00000204370,ENSG00000255292",O14521
ENSG00000150787,Q03393
ENSG00000149295,P14416
ENSG00000149305,O95264
ENSG00000166736,P46098
ENSG00000166741,P40261
ENSG00000186318,P56817
ENSG00000137731,P54710
ENSG00000177098,Q8IWT1
ENSG00000149575,O60939
ENSG00000198851,P07766
ENSG00000167286,P04234
ENSG00000160654,P09693
ENSG00000110367,P26196
ENSG00000196655,Q9Y296
ENSG00000149403,Q16099
ENSG00000109971,P11142
ENSG00000166257,Q9NY72
ENSG00000149554,O14757
ENSG00000110063,Q96C86
ENSG00000151704,P48048
ENSG00000120457,P48544
ENSG00000149418,Q9Y5Y6
ENSG00000151498,Q9UKU7
ENSG00000109956,Q9P2W7
ENSG00000111181,P48065
ENSG00000010379,Q9NSD5
ENSG00000151067,Q13936
ENSG00000139180,Q16795
ENSG00000151079,P17658
ENSG00000111262,Q09470
ENSG00000130037,P22460
ENSG00000185652,P20783
ENSG00000110799,P04275
ENSG00000010278,P21926
ENSG00000067182,P19438
ENSG00000111319,P37088
ENSG00000139190,P23763
ENSG00000111640,P04406
ENSG00000010610,P01730
ENSG00000111669,P60174
ENSG00000111674,P09104
ENSG00000182326,P09871
ENSG00000159403,P00736
ENSG00000177575,Q86VB7
ENSG00000003056,P20645
ENSG00000175899,P01023
ENSG00000013588,Q8NFJ5
ENSG00000273079,Q13224
ENSG00000070019,P25092
ENSG00000139053,Q13956
ENSG00000008394,P10620
ENSG00000172572,Q14432
ENSG00000111700,Q9NPD5
ENSG00000134538,Q9Y6L6
ENSG00000084453,P46721
ENSG00000111716,P07195
ENSG00000121361,Q15842
ENSG00000069431,O60706
ENSG00000111726,Q8NFW8
ENSG00000060982,P54687
ENSG00000133703,P01116
ENSG00000123104,Q14571
ENSG00000139131,Q9Y2Z4
ENSG00000198001,Q9NWZ3
ENSG00000061273,Q8WUI4
ENSG00000111424,P11473
ENSG00000139219,P02458
ENSG00000167531,P00709
ENSG00000167535,P54284
ENSG00000181929,P54619
ENSG00000123416,P68363
ENSG00000167552,Q71U36
ENSG00000167553,Q9BQE3
ENSG00000110881,P78348
ENSG00000167588,P21695
ENSG00000123268,P18846
ENSG00000139610,Q9UNI1
ENSG00000196876,Q9UQD0
ENSG00000139567,P37023
ENSG00000135503,P36896
ENSG00000135480,P08729
ENSG00000170421,P05787
ENSG00000167780,O75908
ENSG00000139631,Q9Y600
ENSG00000139626,P26010
ENSG00000172819,P13631
ENSG00000135409,Q16671
ENSG00000170653,P17544
ENSG00000123360,Q01064
ENSG00000135437,Q92781
ENSG00000123342,Q99542
ENSG00000065357,P23743
ENSG00000123374,P24941
ENSG00000139531,P51687
ENSG00000196465,P14649
ENSG00000062485,O75390
ENSG00000110944,Q9NPF7
ENSG00000135423,Q9UI32
ENSG00000110955,P06576
ENSG00000110958,Q15185
ENSG00000025423,O14756
ENSG00000123384,Q07954
ENSG00000182199,P34897
ENSG00000185633,Q9NRX3
ENSG00000135446,P11802
ENSG00000111012,O15528
ENSG00000118596,O60669
ENSG00000166148,P37288
ENSG00000111537,P01579
ENSG00000135679,Q00987
ENSG00000090382,P61626
ENSG00000135643,Q86W47
ENSG00000127329,P23467
ENSG00000139287,Q8IWU9
ENSG00000166006,Q96PR1
ENSG00000139278,P48060
ENSG00000011465,P07585
ENSG00000102189,Q15075
ENSG00000184752,Q9UI09
ENSG00000111142,P50579
ENSG00000084110,P42357
ENSG00000111144,P09960
ENSG00000120868,O14727
ENSG00000012504,Q96RI1
ENSG00000120805,P40616
ENSG00000017427,P05019
ENSG00000171759,P00439
ENSG00000136011,Q8WWQ8
ENSG00000166598,P14625
ENSG00000198431,Q16881
ENSG00000110887,P14920
ENSG00000189046,Q6NS38
ENSG00000076248,P13051
ENSG00000076555,O00763
ENSG00000139428,Q96EY8
ENSG00000110921,Q03426
ENSG00000139433,Q9NZD2
ENSG00000111229,O15145
ENSG00000186298,P36873
ENSG00000111252,Q9UQQ2
ENSG00000111275,P05091
ENSG00000179295,Q06124
ENSG00000089127,P00973
ENSG00000135094,P20132
ENSG00000139410,Q96GA7
ENSG00000089250,P29475
ENSG00000111725,Q9Y478
ENSG00000170890,P04054
ENSG00000122971,P16219
ENSG00000135100,P20823
ENSG00000135124,Q99571
ENSG00000158104,P32754
ENSG00000182782,Q8TDS4
ENSG00000255398,P49019
ENSG00000111325,Q6N063
ENSG00000073060,Q8WTV0
ENSG00000150991,P0CG48
ENSG00000132341,P62826
ENSG00000198598,Q9ULZ9
ENSG00000177084,Q07864
"ENSG00000075886,ENSG00000198033",Q13748
ENSG00000132964,P49336
ENSG00000122025,P36888
ENSG00000102755,P17948
ENSG00000139514,P30825
ENSG00000189403,P09429
ENSG00000132965,P20292
ENSG00000102743,Q9Y619
ENSG00000120659,O14788
ENSG00000080618,Q96IY4
ENSG00000139684,P10768
ENSG00000102468,P28223
ENSG00000136143,Q9P2R7
ENSG00000139687,P06400
ENSG00000152207,Q9NS75
ENSG00000102539,O43193
ENSG00000204977,O60858
ENSG00000136160,P24530
ENSG00000125249,P10114
ENSG00000088386,P46059
ENSG00000125245,Q14330
ENSG00000175198,P05165
ENSG00000134864,Q9BVM4
ENSG00000102524,Q9Y275
ENSG00000134905,Q9HA77
ENSG00000057593,P08709
ENSG00000126218,P00742
ENSG00000126231,P22891
ENSG00000129484,Q9UGN5
ENSG00000100823,P27695
ENSG00000198805,P00491
ENSG00000258818,P34096
ENSG00000214274,P03950
ENSG00000129538,P07998
ENSG00000169397,P12724
ENSG00000169385,P10153
ENSG00000157227,P50281
ENSG00000100804,P28074
ENSG00000092068,Q9UHI5
"ENSG00000129473,ENSG00000258643",Q92843
ENSG00000092054,P12883
ENSG00000157326,Q9BTZ2
ENSG00000187630,Q6PKH6
ENSG00000100949,Q92696
ENSG00000092009,P23946
ENSG00000100448,P08311
ENSG00000129521,Q9H6Z9
ENSG00000100902,P60900
ENSG00000100906,P25963
ENSG00000139874,P30872
ENSG00000182400,Q86SZ2
ENSG00000165496,Q96L21
ENSG00000100479,P56282
ENSG00000165527,P62330
ENSG00000100504,P06737
ENSG00000186469,P59768
ENSG00000168229,Q13258
ENSG00000125384,P43116
ENSG00000131979,P30793
ENSG00000131981,P17931
ENSG00000100567,P25788
ENSG00000126790,Q96EM0
ENSG00000100644,Q16665
ENSG00000140009,Q92731
ENSG00000100714,P11586
ENSG00000257365,P49356
ENSG00000176153,P18283
ENSG00000171723,Q9NQX3
ENSG00000081181,P78540
ENSG00000072042,Q8TC12
ENSG00000139988,Q96NR8
ENSG00000006432,P80192
ENSG00000140043,Q8N8N7
ENSG00000119711,Q02252
ENSG00000119630,P49763
ENSG00000170345,P01100
ENSG00000140044,Q8WYK2
ENSG00000119699,P10600
ENSG00000100577,O43708
ENSG00000100596,O15270
ENSG00000165409,P16473
ENSG00000183648,O75438
ENSG00000197249,P01009
ENSG00000188488,P05154
ENSG00000168398,P30411
ENSG00000090060,P51003
ENSG00000197119,Q8N8R3
ENSG00000140105,P23381
ENSG00000078304,Q13362
ENSG00000080824,P07900
ENSG00000166126,Q9BXJ7
ENSG00000166165,P12277
ENSG00000185100,Q8N142
ENSG00000142208,P31749
ENSG00000166206,P28472
ENSG00000186297,P31644
ENSG00000182256,Q99928
ENSG00000166664,Q494W8
ENSG00000175344,P36544
ENSG00000184984,P08912
ENSG00000140199,Q9UHW9
ENSG00000128928,P26440
ENSG00000051180,Q06609
ENSG00000137825,P23677
ENSG00000214013,Q8TET4
ENSG00000168806,O60294
ENSG00000166963,P78559
"ENSG00000237289,ENSG00000223572",P12532
ENSG00000166710,P61769
ENSG00000140263,Q00796
ENSG00000171766,P50440
ENSG00000074803,Q13621
ENSG00000128951,P33316
ENSG00000140287,P19113
ENSG00000092439,Q96QT4
ENSG00000137869,P11511
ENSG00000137876,Q9UHA3
ENSG00000128918,O94788
ENSG00000137845,O14672
ENSG00000171989,Q9BYZ2
ENSG00000182718,P07355
ENSG00000069667,P35398
ENSG00000166128,Q92930
ENSG00000074410,O43570
ENSG00000166794,P23284
ENSG00000169118,Q9HCP0
ENSG00000180304,O95190
ENSG00000103707,Q96DP5
ENSG00000103769,P62491
ENSG00000169032,Q02750
ENSG00000188501,Q6UWM7
ENSG00000067225,P14618
ENSG00000140459,P05108
ENSG00000179335,P49761
ENSG00000140465,P04798
ENSG00000140505,P05177
ENSG00000103653,P41240
ENSG00000178741,P20674
ENSG00000138621,Q96CD2
ENSG00000140398,Q96FI4
ENSG00000166411,P50213
ENSG00000103740,Q96GR2
ENSG00000041357,P25789
ENSG00000169684,P30532
ENSG00000080644,P32297
ENSG00000117971,P30926
ENSG00000103811,P09668
ENSG00000103876,P16930
ENSG00000140598,Q7Z2Z2
ENSG00000073417,O60658
ENSG00000172183,Q96AZ6
ENSG00000140511,Q96S86
ENSG00000140522,P12271
ENSG00000166825,P15144
ENSG00000182054,P48735
ENSG00000140564,P09958
ENSG00000140443,P08069
ENSG00000184254,P47895
"ENSG00000188536,ENSG00000206172",P69905
ENSG00000103126,O15169
ENSG00000162009,P35346
ENSG00000196557,O95180
ENSG00000172236,Q15661
ENSG00000063854,Q16775
ENSG00000140990,O96000
ENSG00000196408,Q8NFA2
ENSG00000127554,P55789
ENSG00000167969,P42126
ENSG00000140992,O15530
ENSG00000008516,Q9NPA2
ENSG00000005339,Q92793
ENSG00000153406,Q9HBL8
ENSG00000103415,P30519
ENSG00000103174,Q9UK23
ENSG00000183044,P80404
ENSG00000183454,Q12879
ENSG00000103342,P15170
ENSG00000179889,Q6P996
ENSG00000133392,P35749
ENSG00000103222,P33527
ENSG00000103316,Q14894
ENSG00000140740,P22695
ENSG00000166828,P51170
ENSG00000168447,P51168
ENSG00000103356,Q5JPH6
ENSG00000004779,O14561
ENSG00000166851,P53350
ENSG00000166501,P05771
ENSG00000205629,Q9UIC8
ENSG00000077238,P24394
ENSG00000196502,P50225
ENSG00000178952,P49411
ENSG00000196296,O14983
ENSG00000177455,P15391
ENSG00000103485,Q15274
ENSG00000103502,O14735
ENSG00000149930,Q9UL54
ENSG00000149925,P04075
ENSG00000102882,P27361
ENSG00000005844,P20701
ENSG00000167397,Q9BQB6
ENSG00000103507,O14874
ENSG00000052344,Q16651
ENSG00000156885,Q02221
ENSG00000140675,P31639
ENSG00000166123,Q8TD30
ENSG00000087245,P08253
ENSG00000103546,P23975
ENSG00000087263,Q8N543
ENSG00000070915,P55017
ENSG00000102996,P51511
ENSG00000070770,P19784
ENSG00000125166,P00505
ENSG00000179776,P33151
ENSG00000166548,O00142
ENSG00000159593,Q13564
ENSG00000168748,P43166
ENSG00000176387,P80365
ENSG00000205220,P40306
ENSG00000124067,Q9UP95
ENSG00000103056,Q9NY59
ENSG00000258429,Q9HBH1
ENSG00000181019,P15559
ENSG00000090861,P49588
ENSG00000198650,P17735
ENSG00000102967,Q02127
ENSG00000168925,P17538
ENSG00000065427,Q15046
ENSG00000140905,P23434
ENSG00000086696,P37059
ENSG00000131143,P13073
ENSG00000174990,P35218
ENSG00000051523,P13498
ENSG00000198931,P07741
ENSG00000015413,P16444
ENSG00000204991,Q8WWL2
ENSG00000258839,Q01726
ENSG00000258947,Q13509
ENSG00000108953,P62258
ENSG00000174238,Q00169
ENSG00000167711,P08697
ENSG00000070366,Q86US8
ENSG00000167720,Q9GZT4
ENSG00000108381,P45381
ENSG00000167723,Q8NET8
ENSG00000196689,Q8NER1
ENSG00000040531,O60931
ENSG00000177602,Q8TF76
ENSG00000161905,P16050
ENSG00000142507,P28072
ENSG00000129219,O14939
ENSG00000108556,Q04844
ENSG00000185245,P07359
ENSG00000108518,P07737
ENSG00000108515,P13929
ENSG00000108561,Q07021
ENSG00000161944,P07307
ENSG00000132535,P78352
ENSG00000170175,P11230
ENSG00000129214,P04278
ENSG00000141510,P04637
ENSG00000170043,Q9Y5R8
ENSG00000220205,P63027
ENSG00000178999,Q96GD4
ENSG00000178921,O15067
ENSG00000065325,O95838
ENSG00000109047,P35243
ENSG00000153976,Q9Y663
ENSG00000170425,P29275
ENSG00000170315,P0CG47
ENSG00000205309,Q9NPB1
ENSG00000176974,P34896
ENSG00000072210,P51648
ENSG00000108602,P30838
ENSG00000184185,Q14500
ENSG00000168961,O00182
ENSG00000007171,P35228
ENSG00000109072,P04004
ENSG00000007216,Q13183
ENSG00000132581,Q99470
ENSG00000198242,P62750
ENSG00000179761,Q9P0Z9
ENSG00000108576,P31645
ENSG00000108582,O75976
ENSG00000176749,Q15078
ENSG00000108684,Q16515
ENSG00000108691,P13500
ENSG00000172156,P51671
ENSG00000108700,P80075
ENSG00000005156,P49916
ENSG00000125691,P62829
ENSG00000067191,Q02641
ENSG00000108298,P84098
ENSG00000125686,Q15648
ENSG00000141744,P11086
ENSG00000141736,P04626
ENSG00000126351,P10827
ENSG00000131759,P10276
ENSG00000131747,P11388
ENSG00000108773,Q92830
ENSG00000161610,O43612
ENSG00000173757,P51692
ENSG00000108784,P54802
ENSG00000108786,P14061
ENSG00000131462,P23258
ENSG00000131477,O60895
ENSG00000131471,Q16853
ENSG00000161653,Q8N159
ENSG00000108840,Q9UQL6
ENSG00000005961,P08514
ENSG00000136448,P30419
ENSG00000120088,P34998
ENSG00000186868,P10636
ENSG00000073969,P46459
ENSG00000259207,P05106
ENSG00000141279,P55786
ENSG00000108439,Q9NVS9
ENSG00000082641,Q14494
ENSG00000173868,Q8TCT1
ENSG00000005882,Q15119
ENSG00000108821,P02452
ENSG00000006283,O43497
ENSG00000239672,P15531
ENSG00000243678,P22392
ENSG00000154975,Q9NS85
ENSG00000141179,Q9UKL6
ENSG00000121064,Q9HB40
ENSG00000121053,P11678
ENSG00000005381,P05164
ENSG00000108423,Q9UJT1
ENSG00000167434,P22748
ENSG00000159640,P12821
ENSG00000173826,Q9H252
ENSG00000007314,P35499
ENSG00000178607,O75460
ENSG00000091583,P02749
ENSG00000154229,P17252
ENSG00000108878,Q06432
ENSG00000108932,O15403
ENSG00000108946,P10644
ENSG00000180616,P30874
ENSG00000161509,Q14957
ENSG00000161513,P22570
ENSG00000170190,O15375
ENSG00000177885,P62993
ENSG00000132470,P16144
ENSG00000108479,P51570
ENSG00000161533,Q15067
ENSG00000129673,Q16613
ENSG00000167900,P04183
ENSG00000089685,O15392
ENSG00000171302,Q8WVQ1
ENSG00000171298,P10253
ENSG00000185527,P18545
ENSG00000185359,O14964
ENSG00000183048,Q9UBX3
ENSG00000215644,P47871
ENSG00000185624,P07237
ENSG00000183010,P32322
ENSG00000169738,Q7Z4W1
ENSG00000169710,P49327
ENSG00000141526,O15427
ENSG00000176890,P04818
ENSG00000176105,P07947
ENSG00000141433,P18509
ENSG00000101608,P19105
ENSG00000178127,P19404
ENSG00000141401,O14732
ENSG00000176014,Q9BUF5
ENSG00000141385,Q9Y4W6
ENSG00000185231,Q01718
ENSG00000067900,Q13464
ENSG00000134489,Q9H3N8
ENSG00000075643,Q96EN8
ENSG00000078142,Q8NEB9
ENSG00000152234,P25705
ENSG00000175387,Q15796
ENSG00000082212,P23368
ENSG00000066926,P22830
ENSG00000134440,O43776
ENSG00000074695,P49257
ENSG00000171791,P10415
ENSG00000206075,P36952
ENSG00000057149,P29508
ENSG00000197632,P05120
ENSG00000166347,P00167
ENSG00000131196,O95644
ENSG00000101266,P68400
ENSG00000088832,P62942
ENSG00000125780,Q08188
ENSG00000101365,O43837
ENSG00000101405,P01178
ENSG00000125877,Q9BY32
ENSG00000088827,Q9BZZ2
ENSG00000101224,P30305
ENSG00000088826,Q9NWM0
ENSG00000171873,P25100
ENSG00000171867,P04156
ENSG00000101323,Q9UJM8
ENSG00000132639,P60880
ENSG00000172296,Q9NUV7
ENSG00000125851,P16519
ENSG00000125868,P60981
ENSG00000178726,P07204
ENSG00000154930,Q9NUB1
ENSG00000100994,P11216
ENSG00000171552,Q07817
ENSG00000101306,Q9H1R3
ENSG00000101336,P08631
ENSG00000101444,P23526
ENSG00000131069,Q9NR19
ENSG00000100983,P48637
ENSG00000101000,Q9UNN8
ENSG00000125966,Q9Y5R2
ENSG00000125965,P43026
ENSG00000244005,Q9Y697
ENSG00000197122,P12931
ENSG00000198959,P21980
ENSG00000101425,P17213
ENSG00000101438,Q9H598
ENSG00000198900,P11387
ENSG00000185513,Q9Y468
ENSG00000101076,P41235
ENSG00000196839,P00813
ENSG00000101470,P02585
ENSG00000100985,P14780
ENSG00000124140,Q9H2X9
ENSG00000124160,Q9HCD5
ENSG00000158296,Q8WWT9
ENSG00000158445,Q14721
ENSG00000124212,Q16647
ENSG00000196396,P18031
ENSG00000019186,Q07973
ENSG00000087586,O14965
ENSG00000124253,P35558
ENSG00000087460,P63092
ENSG00000101162,Q9H4B7
ENSG00000101182,O14818
ENSG00000101180,Q9Y5N1
ENSG00000101204,P43681
ENSG00000075043,O43526
ENSG00000101213,Q13882
ENSG00000198276,Q9NWZ5
ENSG00000125510,P41146
ENSG00000099822,Q9UL51
ENSG00000196415,P24158
ENSG00000197561,P08246
ENSG00000197766,P00746
ENSG00000116032,O60391
ENSG00000167468,P36969
ENSG00000099624,P30049
ENSG00000115286,O75251
ENSG00000130005,Q14353
ENSG00000127540,O14957
ENSG00000133275,P78368
ENSG00000104904,P54368
ENSG00000006638,P21731
ENSG00000167657,O43293
ENSG00000167658,P13639
ENSG00000126934,P36507
ENSG00000105355,O60664
ENSG00000105426,Q13332
ENSG00000174886,Q86Y39
ENSG00000125656,Q16740
ENSG00000104833,P04350
ENSG00000125730,P01024
ENSG00000171105,P06213
ENSG00000181029,Q8IUR0
ENSG00000267855,O95182
ENSG00000181143,Q8WXI7
ENSG00000127445,Q13526
ENSG00000080511,Q9NYR8
ENSG00000130816,P26358
ENSG00000090339,P05362
ENSG00000105397,P29597
ENSG00000065989,P27815
ENSG00000079999,Q14145
ENSG00000180739,Q9H228
ENSG00000130164,P01130
ENSG00000187266,P19235
ENSG00000102575,P13686
ENSG00000095059,P49366
ENSG00000198356,O43681
ENSG00000167815,P32119
ENSG00000105607,Q92947
ENSG00000179115,Q9Y285
ENSG00000179218,P27797
ENSG00000141837,O00555
ENSG00000072062,P17612
